text,labels
月給は100万円だけ,"[0,1]"
100万円だけ,"[0,1]"
外で立って待つんだゾ,"[0,1]"
元気なばっちゃま達に病気を移すといけない,"[0,1]"
いっそ違法にしてみたら？,"[0,1]"
要因なくてよりわろた♡,"[0,1]"
摂食障害とかにはならなかったのは運が良かった,"[0,1]"
アンタ、眠いんスカ？,"[0,1]"
俺が悪いんだけどね。,"[0,1]"
君らも同じことしてるって自覚しよな,"[0,1]"
清く正しい一部のTwitterユーザー様がボヤいてる,"[0,1]"
幸せそうで何よりだねぇ,"[0,1]"
癇癪起こしやすいか分かるよな、w,"[0,1]"
w,"[0,1]"
どっかアタマの常識のネジが外れてないとなれないんだろうなぁ__,"[0,1]"
毎日マスク姿で職質お疲れ様です,"[0,1]"
お疲れ様です。,"[0,1]"
当事者なくても物事進むって凄いよね,"[0,1]"
凄いよね,"[0,1]"
特になし,"[0,1]"
連合艦隊総出でサイパンに突撃すればよかったのに,"[0,1]"
終戦直前まで連戦連勝だったんだから,"[0,1]"
どれだけ理想でお利口でしょうか,"[0,1]"
神企業,"[0,1]"
羨ましかったら生まれ直せ、,"[0,1]"
コスパ良いやろ、羨ましかったら生まれ直せ、,"[0,1]"
さた,"[0,1]"
頭の良い人はやることが違うね。,"[0,1]"
見事に実行している国JAP,"[0,1]"
さまこな,"[0,1]"
花ちゃんに空が似ていること。,"[0,1]"
別に良くはない女の子,"[0,1]"
はやかや,"[0,1]"
ＡＩ,"[0,1]"
さすがツイッターのAI,"[0,1]"
さたかたか,"[0,1]"
ラグガノン__,"[0,1]"
マジで戦い方をわかってて強いな,"[0,1]"
はやさやさや,"[0,1]"
どっかの事務所とは大違いだね,"[0,1]"
さやさな,"[0,1]"
新たな境地が見えたでしょう##,"[0,1]"
新たな境地が見えたでしょう,"[0,1]"
はやさやさな,"[0,1]"
そんな君の趣味が好き,"[0,1]"
さやさやさやな,"[0,1]"
ジョーカーに呑まれるな』と言われてるらしいです。ﾆﾔﾘ##,"[0,1]"
ジョーカーに吞まれるな,"[0,1]"
ひさやさな,"[0,1]"
ギタータイム,"[0,1]"
巨メンズ2名はギタータイムへ,"[0,1]"
はやさなさな,"[0,1]"
ゼレンスキー氏がいつの間にかネオコンになっていた,"[0,1]"
ゼレンスキー氏がいつの間にかネオコンになっていた。,"[0,1]"
はやさやさま,"[0,1]"
敷居をね、せっかく下げていただいたんでね,"[0,1]"
カクヨムコン8頑張りまぁ～す,"[0,1]"
はやこか,"[0,1]"
アルカンタラありがとう,"[0,1]"
ぬかは,"[0,1]"
共産趣味ですき,"[0,1]"
さやそのか,"[0,1]"
報連相がよく教育された,"[0,1]"
よく教育された親御さんですね！,"[0,1]"
はやし,"[0,1]"
ホントこのゲーム良くできてんな,"[0,1]"
ホントにこのゲーム良くできてんな,"[0,1]"
さなさな,"[0,1]"
人をイラつかせるの得意だよね笑笑,"[0,1]"
得意だよね,"[0,1]"
悩む必要のない試合になりそうね。###ジャイアンツ,"[0,1]"
悩む必要のない試合になりそうね。,"[0,1]"
はまさやさな,"[0,1]"
顔を晒すなんてしないよ,"[0,1]"
美意識高い女性はそりゃ,"[0,1]"
はまさなさ,"[0,1]"
悩む必要なさそうだな。,"[0,1]"
悩む必要,"[0,1]"
さやさやさ,"[0,1]"
立派,"[0,1]"
立派で,"[0,1]"
毎日暇してそう,"[0,1]"
時間いっぱいあって羨ましいな。,"[0,1]"
本質なんか置いておいて,"[0,1]"
適切に相手を貶めて利益を得られる環境を作った方が得だ,"[0,1]"
ホテルマンは気をつけなくてはいけないな,"[0,1]"
すごく大切に育てられたんだろうなぁ##,"[0,1]"
すごく大切に育てられたんだろうなぁ,"[0,1]"
金欠 懐 痛い痛い痛い,"[0,1]"
普段の動きして 腰砕く〜,"[0,1]"
y-゜゜゜ﾄｺｰｿｰ2ｶｲﾋﾃｲｻﾚﾃﾓﾏﾀﾞｱｷﾗﾒﾅｲﾄｲｳｵｳｼﾞｮｳｷﾞﾜﾉﾜﾙｻｶﾞｱﾙﾆｾﾖ……｡##,"[0,1]"
維新の大好きな大好きな住民投票やることになりましたな。,"[0,1]"
スト読みたいよ…。イデアとオルト…どうなったんやシュラウド兄弟。,"[0,1]"
ツイステの魅力ってバトルなのか…？,"[0,1]"
PL全員が口を揃えて,"[0,1]"
社会で起こり得る不条理を学ぶ場としては素晴らしいんだけどな##,"[0,1]"
社会で起こり得る不条理を学ぶ場としては素晴らしいんだけどな,"[0,1]"
ダメな気がしますね),"[0,1]"
日本語版ルールブックは英語版ルールブックの劣化版写本というのが共通認識,"[0,1]"
子供って純粋で可愛いね##,"[0,1]"
子供って純粋で可愛いね,"[0,1]"
イエローではあるね##,"[0,1]"
肌も黒いしイエローやろってよく言われて、黄疸の数値結構高い,"[0,1]"
そうか日本州だったのか##,"[0,1]"
真剣にﾈ!,"[0,1]"
そうか日本州だったのか,"[0,1]"
番人裕福な暮らししてそう,"[0,1]"
ありがとな、アンチ##,"[0,1]"
笑笑ありがとな、アンチ,"[0,1]"
アンチのおかげで自分は小学生のような可愛い可愛い声だと分かりました,"[0,1]"
ものすごい騒音を出す ,"[0,1]"
そうでしょうそうでしょう！,"[0,1]"
おバカなそのおつむに敵う人はいないと思います！,"[0,1]"
日本は大したもんだ,"[0,1]"
サイコパス先生ですね##相手の気持ちを考えられないのに教育者になれるんだから、日本は大したもんだ,"[0,1]"
ちょっと素敵よね。,"[0,1]"
肉の色の花って…、ちょっと素敵よね。,"[0,1]"
自治会からチーム出せたかな,"[0,1]"
最高にロックだな,"[0,1]"
その割に公式ページの製品アンケフォームが最初の数ヶ月だけ開いててそれ以降未だに閉じたまま,"[0,1]"
安倍スガより危険な岸田文雄,"[0,1]"
サヨナラ自民党,"[0,1]"
ついでに韓国人も,"[0,1]"
規制した方がいいんじゃない,"[0,1]"
日本映画を規制,"[0,1]"
日本映画を規制した方がいいんじゃない,"[0,1]"
みんな喜んで国籍を取得するでしょうね,"[0,1]"
みんな喜んで国籍を取得,"[0,1]"
無様なツイートは見られたし,"[0,1]"
無様なツイート,"[0,1]"
いい夜を〜,"[0,1]"
ラッピングよりマシな方策山盛りありそうなのにね。,"[0,1]"
ラッピングバスで税金無駄,"[0,1]"
とか言ってみる,"[0,1]"
パートナーと健全にセックスすればいいじゃない。,"[0,1]"
パートナーと健全にセックス,"[0,1]"
健全に,"[0,1]"
日本の犬に生まれて良かったー！,"[0,1]"
日本の犬に生まれて良かった,"[0,1]"
黄色い猿だから人権がわからないのでしょう,"[0,1]"
黄色い猿だから人権がわからない,"[0,1]"
いや〜恐ろしい感染症だわ,"[0,1]"
いや〜恐ろしい感染症,"[0,1]"
全くの無傷で、かすり傷一つ負ってないんですが、何か__？,"[0,1]"
いやぁwwwすごいすごいwwwwww__,"[0,1]"
単位の賠償金と比べたら『ちり紙』『はした金』『ケツを拭く紙にもなりゃしねぇ』,"[0,1]"
いやぁwwwすごいすごいwwwwww____,"[0,1]"
ユンカー次節アウトならいっそ菅澤使えば？,"[0,1]"
男子は一点が遠い,"[0,1]"
ネットカジノをすればきっと流行る！,"[0,1]"
ネットカジノをすればきっと流行る,"[0,1]"
戦争真っ只中の国をよく分からんネタに使ってんの,"[0,1]"
十分平和そうに見えてしまうが,"[0,1]"
余計な気づかいをしている。,"[0,1]"
謝罪一つよこさないおまえらの顔など見たくないから廊下で私とすれ違うの禁止,"[0,1]"
と言い渡したら,"[0,1]"
ほんとラポネのそういうとこ好き,"[0,1]"
KIZUNAなのに実質単番でしか申し込めない,"[0,1]"
つまりシンママとかならその弁償費すらバックれてそう,"[0,1]"
日本の警察は優秀ですね,"[0,1]"
国会議員の幸福度を調査してほしい。,"[0,1]"
国会議員の幸福度を調査,"[0,1]"
きっと凄く低くなるんじゃないカナ,"[0,1]"
陰口ﾔﾒﾅｻｲ^^;),"[0,1]"
砂上の楼閣がどれだけの成果を出せるかは…ちと厳しかろうな,"[0,1]"
※陰口ﾔﾒﾅｻｲ^^;),"[0,1]"
ゲームも寝る前にしか見られないンダネ！,"[0,1]"
職業覇道組！羨ましいゾ,"[0,1]"
職業覇道組！羨ましいゾ__,"[0,1]"
保健を学んで無い,"[0,1]"
こうなるのかぁ,"[0,1]"
お金の使い方が上手い,"[0,1]"
どうするのかな？w,"[0,1]"
スゴいドラマなんです,"[0,1]"
社会貢献してるね##,"[0,1]"
社会貢献してる,"[0,1]"
医療費削減できるよ,"[0,1]"
医療費削減できる,"[0,1]"
コピー機でいいじゃん。AIでいいじゃん。,"[0,1]"
休暇中,"[0,1]"
休暇中なの？,"[0,1]"
さぞ素晴らしい取り組みですね##,"[0,1]"
素晴らしい取り組み,"[0,1]"
さぞ素晴らしい取り組みですね,"[0,1]"
チョロい職業だよ##,"[0,1]"
チョロい職業,"[0,1]"
素晴らしい記事ですね・・・##,"[0,1]"
素晴らしい記事,"[0,1]"
素晴らしい記事ですね,"[0,1]"
羨ましい,"[0,1]"
羨ましいわぁ,"[0,1]"
強い,"[0,1]"
強いんでしょうな,"[0,1]"
九州の良さだからね,"[0,1]"
良さ,"[0,1]"
良さだからね,"[0,1]"
年だよ,"[0,1]"
年だよね##,"[0,1]"
自己責任,"[0,1]"
特定層が大好きなあれ,"[0,1]"
門出を祝う,"[0,1]"
そういうことでおふたりの門出を祝う,"[0,1]"
社畜の鑑##,"[0,1]"
社畜の鑑,"[0,1]"
感謝してますよ,"[0,1]"
感謝してます,"[0,1]"
平和な世の中,"[0,1]"
平和な世の中になりましたね,"[0,1]"
サムスンに感謝だわ##,"[0,1]"
サムスンに感謝,"[0,1]"
サムスンに感謝だわ,"[0,1]"
平和だなあ……##,"[0,1]"
平和だなあ,"[0,1]"
平和だなあ……,"[0,1]"
信頼できるのか,"[0,1]"
羨ましくもある,"[0,1]"
説得力,"[0,1]"
説得力がなおさらある,"[0,1]"
メンタル,"[0,1]"
並大抵のメンタル,"[0,1]"
マナー講師,"[0,1]"
洗礼された,"[0,1]"
タイムスリップ,"[0,1]"
大変よろしい,"[0,1]"
みたいな,"[0,1]"
ありがとうございます,"[0,1]"
ガハハ,"[0,1]"
遺憾砲2発打たなきゃな,"[0,1]"
やれるかな,"[0,1]"
掘るかやられるか,"[0,1]"
あつまらんやつ,"[0,1]"
お目に書かれるなんて,"[0,1]"
やるなー,"[0,1]"
運営さんやるなー,"[0,1]"
コロナ禍,"[0,1]"
見事に当たっています,"[0,1]"
アウトじゃない,"[0,1]"
アウトじゃない日本すごーい,"[0,1]"
不正確,"[0,1]"
正解”の書評ですか,"[0,1]"
まじわからん,"[0,1]"
なーんも言われないの,"[0,1]"
祉の充実とか言う,"[0,1]"
実力,"[0,1]"
これがDR:Aの実力,"[0,1]"
ウルトラマン,"[0,1]"
そんなに人間が好きになったのか、ウルトラマン,"[0,1]"
ありがとう,"[0,1]"
極稀にとは言え攻め譲る,"[0,1]"
驚いたわ,"[0,1]"
解釈一致公式ありがとう,"[0,1]"
シーズンパス,"[0,1]"
シーズンパス購入した価値,"[0,1]"
いきなり,"[0,1]"
ゴミみたいな手札,"[0,1]"
格の違い,"[0,1]"
格の違いを見せつけられた,"[0,1]"
わからない,"[0,1]"
言えなくなる,"[0,1]"
腕時計素敵,"[0,1]"
羨ましい性格,"[0,1]"
恐れ入るなぁ,"[0,1]"
飾り,"[0,1]"
差別が生まれても仕方なし,"[0,1]"
できた,"[0,1]"
どんだけできた人間,"[0,1]"
巧みな,"[0,1]"
素晴らしい,"[0,1]"
ｳﾚｼｲ,"[0,1]"
働き者,"[0,1]"
素晴らしいセンス,"[0,1]"
助かったよ,"[0,1]"
祭り,"[0,1]"
助かった,"[0,1]"
愉快に,"[0,1]"
愉快,"[0,1]"
1番調べられてる,"[0,1]"
Google,"[0,1]"
筋トレ,"[0,1]"
なるなぁ,"[0,1]"
筋トレになる,"[0,1]"
誰かゆっくりで解説してほしさ,"[0,1]"
ゆっくり,"[0,1]"
解説してほしさ,"[0,1]"
まるでマニュアルでとったみたい,"[0,1]"
いいですね,"[0,1]"
SONYのAI凄い,"[0,1]"
経済的自殺,"[0,1]"
全部,"[0,1]"
私のせい,"[0,1]"
言っていいですか,"[0,1]"
いいですか,"[0,1]"
言う気はない,"[0,1]"
ええは,"[0,1]"
三番に置くよりはええ,"[0,1]"
超楽しい,"[0,1]"
今日,"[0,1]"
楽しいな,"[0,1]"
しっかり仕事をしている,"[0,1]"
しっかり,"[0,1]"
シリアス,"[0,1]"
ばかりである,"[0,1]"
孤高に屹立なさっておられる,"[0,1]"
忠義一筋の切れ者、良吏ばかり,"[0,1]"
されてないと良いですね,"[0,1]"
Bトレ化されてないと良いですね,"[0,1]"
Bトレ化されてないと良い,"[0,1]"
他国には気前がいい,"[0,1]"
気前のいい騎士田様,"[0,1]"
他国には気前のいい騎士田様はおいくら出すのかな,"[0,1]"
酒飲みながら仕事してるの、良いなぁ,"[0,1]"
だらし無さが許される風潮は良いよね,"[0,1]"
芸能界ってそういうだらし無さが許される風潮は良いよね,"[0,1]"
6兆円支援へ 4カ国首脳,"[0,1]"
中国に対抗6兆円支援へ 4カ国首脳,"[0,1]"
好きだ,"[0,1]"
私の足りない脳みそではとても,"[0,1]"
私の足りない脳,"[0,1]"
センスありすぎる,"[0,1]"
安全ですね,"[0,1]"
男だからDVや妊娠の危険性がなくて安全ですね,"[0,1]"
後先考えずに今のことだけ考えてて令和って感じ,"[0,1]"
自分の寂しさとか辛さとかそういうの優先できる人ってっていいよなー,"[0,1]"
さすが自由の都,"[0,1]"
さすが自由の都！,"[0,1]"
某柚葉氏すげぇ,"[0,1]"
柚葉氏すげぇ,"[0,1]"
 優良配送業者ってのは存在し得ないものなの？,"[0,1]"
日頃お世話になってるからさっさと潰れて欲しいけど,"[0,1]"
佐川には日頃お世話になってる,"[0,1]"
「じゃあお前はどうなんだよ」って話になるわけ,"[0,1]"
「理想が高いね！」とか「完璧主義だね！」,"[0,1]"
最近の原作並に素晴らしく感じてしまう,"[0,1]"
素晴らしく感じてしまう,"[0,1]"
怒られるどころかそのシステム感心するわ〜〜と言われ,"[0,1]"
そのシステム感心するわ,"[0,1]"
流石の佐川クオリティだよね,"[0,1]"
流石の佐川クオリティ,"[0,1]"
すごいなあ、弊社,"[0,1]"
すごいなあ,"[0,1]"
真面目君も増えたものだなぁ,"[0,1]"
政治家だけはいくらボケてても金もらえんの羨ましいです,"[0,1]"
政治家だけはいくらボケてても金もらえんの羨ましいです##,"[0,1]"
今回ジャが自分で言っていた通り自分以外は馬鹿か無能,"[0,1]"
ジャ家の教育の賜物なのか,"[0,1]"
ジャの従者根性は熱砂の従者業に就く者は皆そうなのか、ジャ家の教育の賜物なのか,"[0,1]"
ありません,"[0,1]"
器用なものだな,"[0,1]"
平和だね,"[0,1]"
日本って平和だね,"[0,1]"
バレないウソをつかないと,"[0,1]"
さすがだね,"[0,1]"
担ってさすがだね,"[0,1]"
俺はRAINBOWにいたんだァ〜」って曲だよね１週間しかいなかったくせに,"[0,1]"
１週間しかいなかったくせに,"[0,1]"
生き残れるのは強い,"[0,1]"
イタかった,"[0,1]"
気づいてわろてる,"[0,1]"
わろてる なんなの？,"[0,1]"
大変ですね##,"[0,1]"
大変ですね,"[0,1]"
さすがNHK,"[0,1]"
さすがNHKって、思いましたよね！！,"[0,1]"
軍事費のGDP比%爆上がりするんじゃないすかね,"[0,1]"
爆上がりするんじゃないすかね,"[0,1]"
ここならちむどんどんできるぞ,"[0,1]"
マトモなのよなぁ,"[0,1]"
悲しくないですけどね,"[0,1]"
優秀な相方だわすき,"[0,1]"
さすが,"[0,1]"
The陰キャって感じでさすが,"[0,1]"
弟が外で立派にクレーマーやってて草です,"[0,1]"
いいご趣味ですね,"[0,1]"
お人形遊び…いいご趣味ですね,"[0,1]"
ほんとにっこりする,"[0,1]"
実装できる,"[0,1]"
悪魔をリストラすれば実装できるかもね,"[0,1]"
お疲れ様です,"[0,1]"
お勤め,"[0,1]"
物は言いようだね,"[0,1]"
物は,"[0,1]"
用意周到だぁ…,"[0,1]"
黙ってた人みたいに,"[0,1]"
素敵だね,"[0,1]"
Twitter見れば全てがわかるぞ,"[0,1]"
魅力,"[0,1]"
コロナの脅威はどこに行ったんでしょうね,"[0,1]"
コロナの脅威,"[0,1]"
遠回しに批評してた,"[0,1]"
遠回しに批評,"[0,1]"
母の教育の賜物,"[0,1]"
教育の賜物,"[0,1]"
イギリス車の似合う天気,"[0,1]"
イギリス,"[0,1]"
ビジターだからさ、、,"[0,1]"
ビジター,"[0,1]"
ヒップホップの重低音カルチャーを通過してるか否か,"[0,1]"
重低音,"[0,1]"
検討をしたのでしょう,"[0,1]"
検討,"[0,1]"
ちょうどいいんじゃない,"[0,1]"
ちょうどいいんじゃない？,"[0,1]"
もて囃してる,"[0,1]"
余裕,"[0,1]"
考えが違いますねぇ,"[0,1]"
手厚く保護,"[0,1]"
呑気でいいですね,"[0,1]"
素晴らしい見出しですね,"[0,1]"
素晴らしい見出しですね。,"[0,1]"
「いじめ、嫌がらせ、いびり」で磨いています,"[0,1]"
で磨いていますってか,"[0,1]"
甘くて正しいこと言う人間に対しては恵まれてんなあ,"[0,1]"
クソヤロウ,"[0,1]"
嫌な思い出しか残ってない,"[0,1]"
嫌な思い出,"[0,1]"
期待していない,"[0,1]"
山東さん、有事の時には最前線に立ってくれそうですね期待してます,"[0,1]"
有事の時には最前線に立ってくれそうにない。期待していない。,"[0,1]"
お前にピッタリだね,"[0,1]"
ピッタリだと思っていない。,"[0,1]"
役人の鑑の様な人,"[0,1]"
感心していない,"[0,1]"
増税してほしくない,"[0,1]"
自己評価が相当高くていらっしゃるんですね,"[0,1]"
自己評価は高く見えてない,"[0,1]"
まともな夫さんだな〜,"[0,1]"
まともだと思ってない,"[0,1]"
まだまだだとは思ってない,"[0,1]"
不知火,"[0,1]"
報道の自由,"[0,1]"
傍若無人,"[0,1]"
仕様仕様,"[0,1]"
能力者が多い,"[0,1]"
アホパヨ,"[0,1]"
ウヨ,"[0,1]"
政治家さんは頭がいいんですから,"[0,1]"
かしこ,"[0,1]"
頭がいい,"[0,1]"
問題なしですね,"[0,1]"
無し,"[0,1]"
支持率キープ,"[0,1]"
踊って腰を捻るように,"[0,1]"
上手い,"[0,1]"
うまい返し,"[0,1]"
どうせ横柄な奴だろう,"[0,1]"
よし,"[0,1]"
横柄,"[0,1]"
自己肯定感が相当低いんだなあ,"[0,1]"
可哀想,"[0,1]"
いいですよね,"[0,1]"
アレギラ,"[0,1]"
パターン,"[0,1]"
働け,"[0,1]"
働くぞー,"[0,1]"
清々しい,"[0,1]"
おは,"[0,1]"
真意を全く理解できない人に育った,"[0,1]"
教授,"[0,1]"
理解できない,"[0,1]"
聖職者的である,"[0,1]"
免罪符,"[0,1]"
聖職者,"[0,1]"
羨ましい人生ですよ ##あなたな無欲なんですね,"[0,1]"
雑念,"[0,1]"
羨ましい人生,"[0,1]"
一筋足さず,"[0,1]"
大好き,"[0,1]"
それは良かったじゃない,"[0,1]"
支那嫌い,"[0,1]"
それは良かった,"[0,1]"
全員フェミニストか？,"[0,1]"
フェミ,"[0,1]"
フェミニスト,"[0,1]"
知らん,"[0,1]"
変わらない,"[0,1]"
邪魔なんですね,"[0,1]"
憲法改正,"[0,1]"
憲法が邪魔,"[0,1]"
似合っとるで,"[0,1]"
そうか,"[0,1]"
当然の行為だよね,"[0,1]"
金で集めた優秀な人材,"[0,1]"
当然の行為だよね。,"[0,1]"
マジリスペクトですわ,"[0,1]"
人生の先輩マジリスペクトですわ,"[0,1]"
空中換装訓練はこの後何回も見ることになる奴ですね,"[0,1]"
セリフ集です,"[0,1]"
優勝チームどこよ？みたいな感じになるしなぁ,"[0,1]"
優勝チームどこよ,"[0,1]"
積み重ねたもの?…無い、ねえ,"[0,1]"
「この5年間で積み上げてきたもの」って、何かありましたっけ？,"[0,1]"
何がありましたっけ,"[0,1]"
お金って偉大やなと思う,"[0,1]"
お金って偉大やな,"[0,1]"
ai引いて悲しい,"[0,1]"
悲しい,"[0,1]"
